写真ファイル名,ambulance,bicycle,bus,cab,car,garbage truck,go-cart,go-carts,motorcycle,police car,truck
20240513_000000.jpg,0,0,0,5,9,0,0,0,0,0,0
20240513_000100.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_000200.jpg,0,0,0,3,6,0,0,0,0,0,0
20240513_000300.jpg,0,0,0,3,5,0,0,0,0,0,0
20240513_000400.jpg,0,0,0,5,9,0,0,0,0,0,0
20240513_000500.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_000600.jpg,0,0,0,6,10,0,0,0,0,0,0
20240513_000700.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_000800.jpg,0,0,0,7,4,0,0,0,0,0,0
20240513_000900.jpg,0,0,0,3,4,0,0,0,0,0,0
20240513_001000.jpg,0,0,0,6,3,0,0,0,0,0,0
20240513_001100.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_001200.jpg,0,0,0,3,4,0,0,0,0,0,0
20240513_001300.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_001400.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_001500.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_001600.jpg,0,0,0,3,4,0,0,0,1,0,0
20240513_001700.jpg,0,0,0,1,5,0,0,0,0,0,0
20240513_001800.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_001900.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_002000.jpg,0,0,0,4,5,0,0,0,0,0,0
20240513_002100.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_002200.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_002300.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_002400.jpg,0,0,0,4,3,0,0,0,0,0,0
20240513_002500.jpg,0,0,0,4,0,0,0,0,0,0,0
20240513_002600.jpg,0,0,0,4,4,0,0,0,0,0,0
20240513_002700.jpg,0,0,0,6,2,0,0,0,0,0,0
20240513_002800.jpg,0,0,0,8,4,0,0,0,0,0,0
20240513_002900.jpg,0,0,0,4,1,0,0,0,0,0,0
20240513_003000.jpg,0,0,0,6,3,0,0,0,0,0,0
20240513_003100.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_003200.jpg,0,0,0,5,1,0,0,0,0,0,0
20240513_003300.jpg,0,0,0,4,2,0,0,0,0,0,1
20240513_003400.jpg,0,0,0,3,4,0,0,0,0,0,2
20240513_003500.jpg,0,0,0,4,1,0,0,0,0,0,0
20240513_003600.jpg,0,0,0,3,5,0,0,0,0,0,0
20240513_003700.jpg,0,0,0,5,1,0,0,0,0,0,1
20240513_003800.jpg,0,0,0,5,2,0,0,0,0,0,1
20240513_003900.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_004000.jpg,0,0,0,2,5,0,0,0,0,0,0
20240513_004100.jpg,0,0,0,4,0,0,0,0,0,0,0
20240513_004200.jpg,0,0,0,7,1,0,0,0,0,0,0
20240513_004300.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_004400.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_004500.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_004600.jpg,0,0,0,5,1,0,0,0,0,0,0
20240513_004700.jpg,0,0,0,5,0,0,0,0,0,0,0
20240513_004800.jpg,0,0,0,7,3,0,0,0,0,0,0
20240513_004900.jpg,0,0,0,5,2,0,0,0,1,0,0
20240513_005000.jpg,0,0,0,3,4,0,0,0,0,0,0
20240513_005100.jpg,0,0,0,6,2,0,0,0,0,0,0
20240513_005200.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_005300.jpg,0,0,0,6,3,0,0,0,0,0,0
20240513_005400.jpg,0,0,0,5,5,0,0,0,1,0,0
20240513_005500.jpg,0,0,0,4,4,0,0,0,1,0,0
20240513_005600.jpg,0,0,0,4,5,0,0,0,0,0,0
20240513_005700.jpg,0,0,1,3,3,1,0,0,0,0,0
20240513_005800.jpg,0,0,1,5,3,0,0,0,0,0,0
20240513_005900.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_010000.jpg,0,0,0,6,4,0,0,0,0,0,0
20240513_010100.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_010200.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_010300.jpg,0,1,0,3,2,0,0,0,0,0,0
20240513_010400.jpg,0,0,0,4,3,0,0,0,0,0,0
20240513_010500.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_010600.jpg,0,0,0,3,6,0,0,0,0,0,0
20240513_010700.jpg,0,0,0,3,2,0,0,0,0,0,1
20240513_010800.jpg,0,0,0,4,2,0,0,0,0,0,1
20240513_010900.jpg,0,0,0,7,1,0,0,0,0,0,0
20240513_011000.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_011100.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_011200.jpg,0,0,0,3,6,0,0,0,0,0,1
20240513_011300.jpg,0,0,0,5,3,0,0,0,0,0,1
20240513_011400.jpg,0,0,0,5,6,0,0,0,0,0,1
20240513_011500.jpg,0,0,0,6,1,0,0,0,0,0,0
20240513_011600.jpg,0,0,0,6,4,0,0,0,0,0,0
20240513_011700.jpg,0,0,0,5,3,0,0,0,0,0,0
20240513_011800.jpg,0,0,0,5,6,0,0,0,0,0,0
20240513_011900.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_012000.jpg,0,0,0,4,6,0,0,0,0,0,0
20240513_012100.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_012200.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_012300.jpg,0,0,0,6,4,0,0,0,0,0,0
20240513_012400.jpg,0,0,0,6,5,0,0,0,0,0,0
20240513_012500.jpg,0,0,0,4,1,0,0,0,1,0,0
20240513_012600.jpg,0,0,0,5,2,0,0,0,0,0,0
20240513_012700.jpg,0,0,0,6,1,0,0,0,0,0,0
20240513_012800.jpg,0,0,0,10,5,0,0,0,0,0,0
20240513_012900.jpg,0,0,0,2,6,0,0,0,0,0,0
20240513_013000.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_013100.jpg,0,0,0,3,4,0,0,0,0,0,0
20240513_013200.jpg,0,0,0,5,2,0,0,0,0,0,0
20240513_013300.jpg,0,0,0,4,1,0,0,0,0,0,0
20240513_013400.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_013500.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_013600.jpg,0,0,0,2,6,0,0,0,0,0,0
20240513_013700.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_013800.jpg,0,0,0,5,3,0,0,0,0,0,0
20240513_013900.jpg,0,0,0,5,1,0,0,0,0,0,0
20240513_014000.jpg,0,0,0,5,5,0,0,0,0,0,0
20240513_014100.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_014200.jpg,0,0,0,5,3,0,0,0,0,0,0
20240513_014300.jpg,0,0,0,2,5,0,0,0,0,0,0
20240513_014400.jpg,0,0,0,4,4,0,0,0,0,0,0
20240513_014500.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_014600.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_014700.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_014800.jpg,0,0,0,4,5,0,0,0,0,0,0
20240513_014900.jpg,0,0,0,5,2,0,0,0,0,0,0
20240513_015000.jpg,0,0,0,6,3,0,0,0,0,0,0
20240513_015100.jpg,0,1,0,1,3,0,0,0,0,0,0
20240513_015200.jpg,0,0,0,1,5,0,0,0,0,0,0
20240513_015300.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_015400.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_015500.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_015600.jpg,0,0,0,2,4,0,0,0,0,0,0
20240513_015700.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_015800.jpg,0,0,0,5,4,0,0,0,0,0,0
20240513_015900.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_020000.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_020100.jpg,0,0,0,5,2,0,0,0,0,0,0
20240513_020200.jpg,0,0,0,5,6,0,0,0,0,0,0
20240513_020300.jpg,0,0,0,4,6,0,0,0,0,0,0
20240513_020400.jpg,0,0,0,4,9,0,0,0,0,0,0
20240513_020500.jpg,0,0,0,4,3,0,0,0,0,0,0
20240513_020600.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_020700.jpg,0,0,0,2,4,0,0,0,0,0,0
20240513_020800.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_020900.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_021000.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_021100.jpg,0,0,0,4,4,0,0,0,0,0,0
20240513_021200.jpg,0,0,0,6,3,0,0,0,0,0,0
20240513_021300.jpg,0,0,0,4,3,0,0,0,0,0,0
20240513_021400.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_021500.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_021600.jpg,0,0,0,0,7,0,0,0,0,0,0
20240513_021700.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_021800.jpg,0,0,0,2,4,0,0,0,0,0,0
20240513_021900.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_022000.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_022100.jpg,0,0,0,1,3,0,0,0,0,0,0
20240513_022200.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_022300.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_022400.jpg,0,0,0,5,4,0,0,0,0,0,0
20240513_022500.jpg,0,0,0,4,3,0,0,0,1,0,0
20240513_022600.jpg,0,0,0,3,4,0,0,0,1,0,0
20240513_022700.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_022800.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_022900.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_023000.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_023100.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_023200.jpg,0,0,0,3,6,0,0,0,0,0,0
20240513_023300.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_023400.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_023500.jpg,0,0,0,3,2,0,0,0,0,0,0
20240513_023600.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_023700.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_023800.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_023900.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_024000.jpg,0,0,0,1,4,0,0,0,0,0,0
20240513_024100.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_024200.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_024300.jpg,0,0,0,4,0,0,0,0,0,0,0
20240513_024400.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_024500.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_024600.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_024700.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_024800.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_024900.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_025000.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_025100.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_025200.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_025300.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_025400.jpg,0,0,0,3,4,0,0,0,0,0,0
20240513_025500.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_025600.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_025700.jpg,0,0,0,4,2,0,0,0,0,0,0
20240513_025800.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_025900.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_030000.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_030100.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_030200.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_030300.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_030400.jpg,0,0,0,2,4,0,0,0,0,0,0
20240513_030500.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_030600.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_030700.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_030800.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_030900.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_031000.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_031100.jpg,0,0,0,3,1,0,0,0,0,0,0
20240513_031200.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_031300.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_031400.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_031500.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_031600.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_031700.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_031800.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_031900.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_032000.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_032100.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_032200.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_032300.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_032400.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_032500.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_032600.jpg,0,0,0,3,5,0,0,0,0,0,0
20240513_032700.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_032800.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_032900.jpg,0,0,0,1,3,0,0,0,0,0,0
20240513_033000.jpg,0,0,0,1,5,0,0,0,0,0,0
20240513_033100.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_033200.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_033300.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_033400.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_033500.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_033600.jpg,0,0,0,2,3,0,0,0,0,0,0
20240513_033700.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_033800.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_033900.jpg,0,0,0,3,0,0,0,0,0,0,0
20240513_034000.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_034100.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_034200.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_034300.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_034400.jpg,0,0,0,0,3,0,0,0,0,0,1
20240513_034500.jpg,0,0,0,1,3,0,0,0,0,0,0
20240513_034600.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_034700.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_034800.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_034900.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_035000.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_035100.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_035200.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_035300.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_035400.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_035500.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_035600.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_035700.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_035800.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_035900.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_040000.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_040100.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_040200.jpg,0,0,0,0,2,0,0,0,0,0,1
20240513_040300.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_040400.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_040500.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_040600.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_040700.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_040800.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_040900.jpg,0,0,0,0,0,0,0,0,1,0,1
20240513_041000.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_041100.jpg,0,0,0,3,3,0,0,0,0,0,0
20240513_041200.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_041300.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_041400.jpg,0,0,0,0,1,1,0,0,0,0,0
20240513_041500.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_041600.jpg,0,0,0,2,2,0,0,0,0,0,0
20240513_041700.jpg,0,0,0,1,1,0,0,0,1,0,0
20240513_041800.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_041900.jpg,0,0,0,2,1,0,0,0,0,0,0
20240513_042000.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_042100.jpg,0,0,0,1,0,0,0,0,0,0,1
20240513_042200.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_042300.jpg,0,0,0,1,1,0,0,0,0,0,1
20240513_042400.jpg,0,0,0,1,1,2,0,0,0,0,0
20240513_042500.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_042600.jpg,0,0,0,2,2,1,0,0,0,0,0
20240513_042700.jpg,0,0,0,2,1,0,0,0,0,0,1
20240513_042800.jpg,0,0,0,0,3,0,0,0,0,0,0
20240513_042900.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_043000.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_043100.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_043200.jpg,0,0,0,1,0,0,0,0,0,0,1
20240513_043300.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_043400.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_043500.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_043600.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_043700.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_043800.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_043900.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044000.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044100.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044200.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044300.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044400.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044500.jpg,0,1,0,0,0,0,0,0,0,0,0
20240513_044600.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_044700.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_044800.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_044900.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_045000.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_045100.jpg,0,0,0,0,0,0,0,0,0,0,1
20240513_045200.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_045300.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_045400.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_045500.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_045600.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_045700.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_045800.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_045900.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050000.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050100.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050200.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050300.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050400.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050500.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050600.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_050700.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_050800.jpg,0,0,0,1,0,0,0,0,1,0,0
20240513_050900.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_051000.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_051100.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_051200.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_051300.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_051400.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_051500.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_051600.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_051700.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_051800.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_051900.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052000.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052100.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052200.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_052300.jpg,0,0,0,0,0,0,0,0,0,0,1
20240513_052400.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052500.jpg,0,0,0,2,0,0,0,0,0,0,0
20240513_052600.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052700.jpg,0,0,1,1,0,0,0,0,0,0,0
20240513_052800.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_052900.jpg,0,0,0,1,0,0,0,0,0,0,0
20240513_053000.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_053100.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_053200.jpg,0,0,0,2,0,0,0,0,0,0,1
20240513_053300.jpg,0,0,2,1,0,0,0,0,0,0,2
20240513_053400.jpg,0,0,0,0,0,1,0,0,0,0,0
20240513_053500.jpg,0,0,0,0,5,1,0,0,0,0,0
20240513_053600.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_053700.jpg,0,0,0,1,0,0,0,0,0,0,2
20240513_053800.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_053900.jpg,0,0,0,1,1,0,0,0,0,0,0
20240513_054000.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_054100.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_054200.jpg,0,0,0,0,3,0,0,0,0,0,0
20240513_054300.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_054400.jpg,0,0,0,0,3,0,0,0,0,0,0
20240513_054500.jpg,0,0,1,0,1,0,0,0,0,0,0
20240513_054600.jpg,0,0,0,0,2,0,0,0,0,0,0
20240513_054700.jpg,0,0,0,0,2,0,0,0,1,0,0
20240513_054800.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_054900.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_055000.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_055100.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_055200.jpg,0,0,0,0,1,0,0,0,0,0,0
20240513_055300.jpg,0,0,0,1,2,0,0,0,0,0,0
20240513_055400.jpg,0,0,1,0,2,0,0,0,0,0,0
20240513_055500.jpg,0,0,0,0,0,0,0,0,0,0,1
20240513_055600.jpg,0,0,0,0,1,0,0,0,0,0,1
20240513_055700.jpg,0,0,0,0,0,0,0,0,0,0,0
20240513_055800.jpg,0,0,1,0,2,0,0,0,0,0,0
